ACCNUM,X,Y,Index_,YEAR,DATE,TIME,HOUR,STREET1,STREET2,OFFSET,ROAD_CLASS,District,WardNum,Division,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVAGE,INJURY,FATAL_NO,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,Hood_ID,Neighbourhood,ObjectId
8000909501,-8820514.067,5436359.831,80941839,2018,2018/05/20 04:00:00+00,1434,14,TAPSCOTT RD,FINCH  AVE E,297 m South of,Minor Arterial,Scarborough,23.0,42,43.811774,-79.236026,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,40 to 44,2,,0,0,1,0,0,0,0,0,1,1,0,0,0,132,Malvern (132),14324
8000911603,-8830104.352,5437329.121,80943372,2018,2018/05/20 04:00:00+00,2117,21,WINTERMUTE BLVD,SANDYHOOK  SQ,,Collector,Scarborough,22.0,42,43.818057,-79.322177,Intersection,At Intersection,No Control,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,80 to 84,2,,1,0,1,0,0,0,0,0,0,1,0,0,0,116,Steeles (116),14327
8000912175,-8843059.603,5424729.515,80943471,2018,2018/05/20 04:00:00+00,2307,23,364 WILSON AVE,VULCAN ST,,Major Arterial,North York,6.0,32,43.736334,-79.438556,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,Approaching,unknown,3,26.0,0,0,1,0,0,0,0,1,1,1,0,0,0,33,Clanton Park (33),14332
8000916945,-8862696.25,5427635.719,80941868,2018,2018/05/21 04:00:00+00,2020,20,STEELES AVE W,HIGHWAY 27  S,50 m West of,Major Arterial,Etobicoke York,1.0,23,43.755194,-79.61495500000001,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,45 to 49,2,,0,0,1,0,0,0,0,1,1,1,0,0,0,1,West Humber-Clairville (1),14340
8000921444,-8834939.402999999,5431411.607000001,80942989,2018,2018/05/22 04:00:00+00,1325,13,4800 LESLIE  ST,,60 m West of,Major Arterial,North York,17.0,33,43.779689000000005,-79.365611,Mid-Block,Non Intersection,No Control,Clear,"Daylight, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,70 to 74,2,,1,0,1,0,0,0,0,1,0,0,0,0,0,47,Don Valley Village (47),14343
8000922403,-8844687.762,5412784.092,80943246,2018,2018/05/22 04:00:00+00,1552,15,DUNDAS  ST W,CHELSEA  AVE,73 m North of,Minor Arterial,Toronto and East York,4.0,11,43.658751,-79.453182,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,65 to 69,2,,0,1,1,0,0,0,0,1,0,0,0,0,0,88,High Park North (88),14346
8000931824,-8822510.805,5419530.834,80944047,2018,2018/05/23 04:00:00+00,2325,23,KINGSTON RD,DANFORTH AVE,8 m South of,Major Arterial,Scarborough,20.0,41,43.702582,-79.253963,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,25 to 29,2,,0,0,0,1,0,0,0,0,0,0,0,0,0,122,Birchcliffe-Cliffside (122),14347
8000954337,-8841552.894,5416059.951,80943885,2018,2018/05/27 04:00:00+00,1010,10,BENSON  AVE,CHRISTIE  ST,10 m West of,Minor Arterial,Toronto and East York,12.0,13,43.680037,-79.425021,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,85 to 89,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,94,Wychwood (94),14349
8000956490,-8837170.58,5414129.0139999995,80943631,2018,2018/05/27 04:00:00+00,1700,17,YONGE  ST,ISABELLA  ST,,Major Arterial,Toronto and East York,13.0,51,43.667491,-79.385654,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,50 to 54,2,,0,0,1,1,0,0,0,0,0,1,0,0,0,75,Church-Yonge Corridor (75),14351
8000957140,-8819836.354,5439915.988,80943797,2018,2018/05/27 04:00:00+00,1907,19,STAINES  RD,HEPATICA ST,,Collector,Scarborough,23.0,42,43.834821999999996,-79.229938,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,65 to 69,2,,1,0,1,0,0,0,0,0,0,1,0,0,0,131,Rouge (131),14353
8000967424,-8828420.2,5438179.551,80944445,2018,2018/05/29 04:00:00+00,934,9,STEELES AVE E,KENNEDY RD,,Major Arterial,Scarborough,22.0,42,43.823569,-79.307048,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Other,80 to 84,3,29.0,0,0,0,0,0,1,0,1,0,0,0,0,0,130,Milliken (130),14355
8000970456,-8834923.262,5410680.62,80943570,2018,2018/05/29 04:00:00+00,1700,17,QUEENS QUAY  E,DOCKSIDE DR,,Minor Arterial,Toronto and East York,10.0,51,43.645078999999996,-79.365466,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,35 to 39,2,,0,1,1,0,0,0,0,0,0,1,0,0,0,77,Waterfront Communities-The Island (77),14357
8000973371,-8858484.589,5419929.657000001,80943990,2018,2018/05/30 04:00:00+00,329,3,MARTIN GROVE RD,VULCAN ST,,Major Arterial,Etobicoke York,1.0,23,43.705172,-79.57712099999999,Intersection,At Intersection,Traffic Signal,,Dark,,Fatal,Turning Movement,50 to 54,3,27.0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,West Humber-Clairville (1),14359
8000979295,-8828949.301,5416570.225,80944298,2018,2018/05/30 04:00:00+00,2103,21,WOODBINE  AVE,MERRILL AVE E,,Major Arterial,Toronto and East York,19.0,55,43.683352,-79.311801,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,30 to 34,2,,0,1,1,0,0,0,0,0,0,0,0,0,0,62,East End-Danforth (62),14361
8000981318,-8848309.097000001,5411167.2129999995,80944171,2018,2018/05/31 04:00:00+00,755,7,BLOOR ST W,SOUTH KINGSWAY,,Major Arterial,Toronto and East York,4.0,11,43.648241999999996,-79.485713,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,35 to 39,2,,1,0,0,0,1,0,0,0,0,0,0,0,0,87,High Park-Swansea (87),14363
8000986648,-8814966.46,5429661.357000001,80944035,2018,2018/05/31 04:00:00+00,2054,20,LAWRENCE AVE E,MORNINGSIDE AVE,,Major Arterial,Scarborough,,43,43.768336,-79.18619100000001,Intersection,Intersection Related,No Control,Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,40 to 44,2,,1,0,1,0,0,0,0,1,0,0,0,0,0,136,West Hill (136),14367
8001000021,-8841315.116,5411394.289,80944355,2018,2018/06/02 04:00:00+00,1845,18,BADEN ST,LAKEVIEW AVE,8 m East of,Local,Toronto and East York,9.0,14,43.649718,-79.422885,Intersection,Intersection Related,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,55 to 59,2,,1,0,1,0,0,0,0,0,0,1,0,0,0,81,Trinity-Bellwoods (81),14369
8001000138,-8841790.784,5408440.438999999,80944446,2018,2018/06/02 04:00:00+00,1903,19,LAKE SHORE BLVD W,BRITISH COLUMBIA RD,,Major Arterial,North York,10.0,14,43.630515,-79.42715799999999,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Approaching,55 to 59,3,28.0,0,0,1,1,0,0,0,0,0,0,0,0,0,82,Niagara (82),14373
8001004322,-8819940.883,5433846.292,81240869,2018,2018/06/03 04:00:00+00,1235,12,SHEPPARD AVE E,GATEFORTH DR,49 m West of,Major Arterial,Scarborough,23.0,42,43.795478,-79.230877,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,55 to 59,2,,0,0,1,1,0,0,0,1,0,1,0,0,0,132,Malvern (132),14375
8001005899,-8839835.68,5427823.897999999,80944317,2018,2018/06/03 04:00:00+00,1730,17,YONGE ST,FRANKLIN AVE,10 m East of,Major Arterial,North York,18.0,32,43.756415000000004,-79.409595,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,85 to 89,2,,0,0,1,0,0,0,0,0,0,0,0,0,1,51,Willowdale East (51),14111
8001007364,-8828584.953,5417065.903,80944122,2018,2018/06/03 04:00:00+00,2238,22,DANFORTH  AVE,GLEDHILL  AVE,,Major Arterial,Toronto and East York,19.0,54,43.686572,-79.30852800000001,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,65 to 69,2,,1,0,1,0,0,0,0,1,0,0,0,0,0,62,East End-Danforth (62),14141
8001028038,-8822239.853,5420031.29,80949974,2018,2018/06/06 04:00:00+00,2257,22,KINGSTON RD,RIDGEMOOR AVE,44 m West of,Major Arterial,Scarborough,20.0,41,43.705832,-79.251529,Mid-Block,Non Intersection,Traffic Controller,Clear,"Daylight, artificial",Dry,Non-Fatal Injury,Rear End,45 to 49,2,,0,0,1,1,0,0,0,0,0,0,0,0,0,122,Birchcliffe-Cliffside (122),14159
8001034649,-8845315.381000001,5415258.5,80944724,2018,2018/06/07 04:00:00+00,2128,21,BLACKTHORN AVE,ST CLAIR AVE W,33 m North of,Local,Toronto and East York,9.0,12,43.67483,-79.45881999999999,Intersection,Laneway,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,55 to 59,2,,0,1,1,0,0,0,0,0,0,0,0,0,0,91,Weston-Pellam Park (91),14176
8001058392,-8844564.531,5419484.485,80944447,2018,2018/06/11 04:00:00+00,1500,15,DUFFERIN ST,BRIAR HILL AVE,,Major Arterial,North York,8.0,13,43.702281,-79.452075,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,50 to 54,3,31.0,1,0,1,0,0,0,0,0,1,1,1,0,0,108,Briar Hill-Belgravia (108),14184
8001058650,-8844986.655,5416256.052999999,81142773,2018,2018/06/11 04:00:00+00,1537,15,MCROBERTS AVE,INNES AVE,,Local,Toronto and East York,9.0,13,43.681311,-79.455867,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,85 to 89,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,92,Corso Italia-Davenport (92),14186
8001059223,-8849217.018,5404576.617000001,80948088,2018,2018/06/11 04:00:00+00,1700,17,ROYAL YORK  RD,DARTMOUTH  CRES,,Minor Arterial,Etobicoke York,3.0,22,43.605387,-79.49386899999999,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,unknown,2,,0,1,0,1,0,0,0,0,0,1,0,0,0,17,Mimico (includes Humber Bay Shores) (17),14188
8001064286,-8838745.194,5414121.935,80944450,2018,2018/06/12 04:00:00+00,1204,12,ST GEORGE ST,BLOOR ST W,,Major Arterial,Toronto and East York,11.0,53,43.667445,-79.399799,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Cyclist Collisions,65 to 69,3,32.0,0,1,0,0,1,0,0,0,0,0,0,0,0,79,University (79),14190
8001067265,-8815979.69,5429350.901000001,80944738,2018,2018/06/12 04:00:00+00,1945,19,LAWRENCE AVE E,GALLOWAY RD,87 m East of,Major Arterial,Scarborough,24.0,43,43.766321999999995,-79.195293,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,70 to 74,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,136,West Hill (136),14192
8001071783,-8836602.405,5415779.966,80975850,2018,2018/06/13 04:00:00+00,1241,12,CRESCENT RD,MOUNT PLEASANT RD,2 m East of,Major Arterial,Toronto and East York,11.0,53,43.678218,-79.38055,Mid-Block,Overpass or Bridge,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Other,85 to 89,2,,0,0,0,0,0,1,0,1,0,0,0,0,0,98,Rosedale-Moore Park (98),14194
8001076637,-8849927.014,5406925.04,80945372,2018,2018/06/14 04:00:00+00,154,1,ROYAL YORK RD,ALGOMA ST,25 m South of,Minor Arterial,Etobicoke York,3.0,22,43.620661,-79.500247,Intersection,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,55 to 59,2,,1,0,0,0,0,1,0,0,0,0,0,0,0,17,Mimico (includes Humber Bay Shores) (17),14196
8001077165,-8823169.816,5421716.257999999,80944451,2018,2018/06/14 04:00:00+00,558,5,ST CLAIR AVE E,DANFORTH RD,,Major Arterial,Scarborough,20.0,41,43.716772999999996,-79.259883,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Turning Movement,unknown,3,33.0,0,0,1,1,0,0,0,0,0,1,0,0,0,120,Clairlea-Birchmount (120),14198
8001078053,-8839862.841,5427955.056,80944875,2018,2018/06/14 04:00:00+00,905,9,CAMERON  AVE,YONGE ST,,Major Arterial,North York,18.0,32,43.757265999999994,-79.409839,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,50 to 54,2,,1,0,1,0,0,0,0,0,0,1,0,0,0,51,Willowdale East (51),14200
8001081100,-8849763.931,5416732.318,80945100,2018,2018/06/14 04:00:00+00,1645,16,EGLINTON AVE W,JANE ST,,Major Arterial,Etobicoke York,5.0,12,43.684405,-79.49878199999999,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,50 to 54,2,,0,0,1,1,0,0,0,0,0,1,1,0,0,115,Mount Dennis (115),14202
8001089353,-8822853.001,5439970.156,80945390,2018,2018/06/15 04:00:00+00,1928,19,5951 STEELES AVE E,,3 m West of,Major Arterial,Scarborough,23.0,42,43.835173,-79.257037,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,40 to 44,2,,1,0,1,0,0,0,0,0,0,1,0,0,0,130,Milliken (130),14204
8001095116,-8834513.049,5420064.244,80945254,2018,2018/06/16 04:00:00+00,1550,15,LEA  AVE,LAIRD  DR,30 m West of,Major Arterial,North York,15.0,53,43.706046,-79.36178100000001,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,20 to 24,2,,0,1,1,0,0,0,0,0,0,0,0,0,0,55,Thorncliffe Park (55),14206
8001102397,-8842960.195,5416747.557999999,80945312,2018,2018/06/17 04:00:00+00,1810,18,285 OAKWOOD  AVE,,50 m North of,Minor Arterial,Toronto and East York,9.0,13,43.684504,-79.437663,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,45 to 49,2,,0,0,1,1,0,0,0,1,0,0,0,0,0,107,Oakwood Village (107),14211
8001105642,-8853856.703,5410245.892999999,80945094,2018,2018/06/18 04:00:00+00,844,8,KIPLING  AVE,BLOOR ST W,50 m North of,Major Arterial,Etobicoke York,,22,43.642253000000004,-79.53554799999999,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,65 to 69,2,,0,0,1,0,0,0,0,0,0,0,0,0,1,14,Islington-City Centre West (14),14213
8001108986,-8841023.013,5433104.3610000005,80946259,2018,2018/06/18 04:00:00+00,1720,17,26 HOMEWOOD AVE,,8 m North of,Local,,18.0,32,43.790667,-79.420261,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,25 to 29,2,,0,0,1,0,0,0,0,0,0,0,0,0,0,36,Newtonbrook West (36),14214
8001113536,-8854170.179,5430204.757999999,80973474,2018,2018/06/19 04:00:00+00,1105,11,STEELES AVE W,HIGHWAY 400  S,,Major Arterial,,7.0,31,43.771861,-79.538364,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,85 to 89,2,,0,0,1,1,0,0,0,0,0,1,0,0,0,21,Humber Summit (21),14217
8001115863,-8840182.217,5433783.215,80945203,2018,2018/06/19 04:00:00+00,1700,17,MADAWASKA AVE,WILLOWDALE AVE,,Minor Arterial,North York,18.0,32,43.795069,-79.412708,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Angle,50 to 54,2,,0,0,1,0,0,0,0,0,0,1,0,0,0,50,Newtonbrook East (50),14220
8001115979,-8846647.097000001,5413356.352999999,80946681,2018,2018/06/19 04:00:00+00,1717,17,ANNETTE ST,QUEBEC AVE,,Minor Arterial,Toronto and East York,4.0,11,43.66247,-79.470783,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Angle,55 to 59,2,,0,0,1,0,0,0,0,0,1,1,0,0,0,90,Junction Area (90),14223
8001118177,-8861806.251,5425742.884,80945719,2018,2018/06/20 04:00:00+00,12,1,HWY 27 N,ALBION RD,158 m South of,Major Arterial,Etobicoke York,1.0,23,43.742911,-79.60696,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,30 to 34,2,,1,0,1,0,0,0,0,1,0,1,0,0,0,1,West Humber-Clairville (1),14227
8001122394,-8817126.169,5428989.281,80945143,2018,2018/06/20 04:00:00+00,1535,15,LAWRENCE AVE E,ORTON PARK RD,3 m South of,Major Arterial,Scarborough,24.0,43,43.763976,-79.20559200000001,Intersection,At/Near Private Drive,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,65 to 69,2,,1,0,1,0,0,0,0,1,0,1,0,0,0,137,Woburn (137),14231
8001135358,-8848631.812,5422995.936000001,80945788,2018,2018/06/22 04:00:00+00,1240,12,1196 WILSON AVE,,1 m West of,Major Arterial,North York,6.0,31,43.725081,-79.488612,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,60 to 64,2,,0,0,1,1,0,0,0,0,0,1,0,0,0,26,Downsview-Roding-CFB (26),14233
8001139262,-8834759.399,5412124.936000001,80945508,2018,2018/06/22 04:00:00+00,2314,23,RICHMOND ST E,PARLIAMENT ST,,Major Arterial,Toronto and East York,13.0,51,43.654467,-79.36399399999999,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Angle,40 to 44,2,,0,0,1,0,0,0,0,0,1,1,0,0,0,73,Moss Park (73),14235
8001139580,-8816397.472000001,5434585.813999999,80945460,2018,2018/06/23 04:00:00+00,15,1,MORNINGSIDE AVE,MILNER AVE,,Major Arterial,Scarborough,25.0,42,43.800273,-79.199046,Intersection,At Intersection,Traffic Signal,Clear,Dark,Wet,Non-Fatal Injury,Turning Movement,50 to 54,2,,0,0,1,0,0,0,0,1,0,1,0,0,0,131,Rouge (131),14241
8001139682,-8819319.162999999,5428348.387,81163428,2018,2018/06/23 04:00:00+00,36,3,BRIMORTON DR,MARKHAM RD,,Major Arterial,Scarborough,24.0,43,43.759818,-79.22529200000001,Intersection,Intersection Related,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,SMV Other,35 to 39,2,,0,0,1,0,0,0,0,1,0,1,0,1,0,137,Woburn (137),14243
8001140010,-8850777.161,5428254.831,80945642,2018,2018/06/23 04:00:00+00,205,2,FINCH  AVE W,TOBERMORY DR,,Major Arterial,Etobicoke York,7.0,31,43.759211,-79.50788399999999,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,unknown,2,,1,0,1,0,0,0,0,0,1,1,0,0,0,25,Glenfield-Jane Heights (25),14245
8001142339,-8840058.986,5419728.857000001,80945877,2018,2018/06/23 04:00:00+00,1259,12,EGLINTON AVE W,CASTLE KNOCK RD,,Major Arterial,North York,,53,43.703868,-79.411601,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Fatal,Pedestrian Collisions,70 to 74,3,34.0,1,0,1,0,0,0,0,0,0,0,0,0,0,101,Forest Hill South (101),14247
8001149979,-8836243.956,5411094.907000001,80945558,2018,2018/06/24 04:00:00+00,1740,17,WELLINGTON ST E,YONGE ST,,Major Arterial,Toronto and East York,13.0,51,43.647771999999996,-79.37733,Intersection,At Intersection,Traffic Signal,Clear,"Daylight, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,60 to 64,2,,1,0,1,0,0,0,0,0,0,1,0,0,0,75,Church-Yonge Corridor (75),14250
8001165906,-8845117.455,5422933.704,80946281,2018,2018/06/27 04:00:00+00,100,1,DUFFERIN  ST,JANE OLSER BLVD,15 m North of,Major Arterial,North York,8.0,32,43.724677,-79.457042,Intersection,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,45 to 49,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,31,Yorkdale-Glen Park (31),14252
8001174329,-8837384.536,5429034.597999999,80946928,2018,2018/06/28 04:00:00+00,1024,10,BAYVIEW S 401 C W RAMP,BAYVIEW AVE,20 m South of,Major Arterial,North York,,33,43.76427,-79.387576,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,75 to 79,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,52,Bayview Village (52),14254
8001177346,-8836615.095,5415785.199,80946064,2018,2018/06/28 04:00:00+00,1803,18,MOUNT PLEASANT RD,CRESCENT RD,11 m South of,Major Arterial,Toronto and East York,11.0,53,43.678252,-79.380664,Intersection,Intersection Related,Traffic Controller,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,50 to 54,2,,0,0,0,1,0,0,0,0,0,0,0,0,0,98,Rosedale-Moore Park (98),14255
8001178233,-8832208.958999999,5415991.916,81164299,2018,2018/06/28 04:00:00+00,2020,20,811 DANFORTH AVE,,,Major Arterial,Toronto and East York,14.0,55,43.679595,-79.341083,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,35 to 39,2,,0,0,1,0,0,0,0,0,0,0,0,0,0,69,Blake-Jones (69),14256
8001178927,-8829984.572,5430079.426,80946403,2018,2018/06/28 04:00:00+00,2234,22,VICTORIA PARK AVE,FARMCREST  DR,1 m North of,Major Arterial,North York,,42,43.771048,-79.321101,Intersection,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,55 to 59,2,,0,1,0,0,0,0,0,0,0,0,0,0,0,118,Tam O'Shanter-Sullivan (118),14257
8001179636,-8859902.91,5428304.767999999,80948655,2018,2018/06/29 04:00:00+00,123,1,STEELES AVE W,KIPLING AVE,,Major Arterial,Etobicoke York,1.0,23,43.759535,-79.589862,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,55 to 59,3,35.0,1,0,1,0,0,0,0,0,1,1,0,0,0,2,Mount Olive-Silverstone-Jamestown (2),14261
8001185934,-8846401.637,5413805.538,81164132,2018,2018/06/29 04:00:00+00,2215,22,PACIFIC AVE,DUNDAS ST W,3 m North of,Major Arterial,Toronto and East York,4.0,11,43.665389000000005,-79.46857800000001,Intersection,Intersection Related,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,55 to 59,2,,1,0,1,0,0,0,0,0,0,0,0,1,0,90,Junction Area (90),14264
8001217493,-8821460.171,5426264.326,80946942,2018,2018/07/04 04:00:00+00,1720,17,DANFORTH RD,CARSLAKE CRES,10 m South of,Major Arterial,Scarborough,21.0,43,43.746295,-79.244525,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,70 to 74,2,,0,0,1,0,0,0,0,0,1,1,0,0,0,127,Bendale (127),14266
8001218664,-8829490.314,5431470.967,80946272,2018,2018/07/04 04:00:00+00,2043,20,RAVENCLIFF  CRES,BATTERSWOOD DR,40 m West of,Local,Scarborough,22.0,42,43.780074,-79.316661,Mid-Block,Non Intersection,No Control,Clear,"Daylight, artificial",Wet,Non-Fatal Injury,SMV Other,25 to 29,2,,0,0,1,0,0,0,0,1,0,0,0,0,0,118,Tam O'Shanter-Sullivan (118),14269
8001221845,-8840152.495,5410732.308999999,81164325,2018,2018/07/05 04:00:00+00,1030,10,917 QUEEN ST W,,,Major Arterial,Toronto and East York,10.0,14,43.645415,-79.412441,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,50 to 54,2,,0,1,0,0,0,1,0,0,0,0,0,0,0,82,Niagara (82),14109
8001223082,-8852132.697999999,5419309.409,80972456,2018,2018/07/05 04:00:00+00,830,8,WESTON RD,KING ST,60 m East of,Minor Arterial,Etobicoke York,5.0,12,43.701144,-79.520061,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,55 to 59,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,113,Weston (113),14273
8001226350,-8860088.925,5414413.103999999,80946883,2018,2018/07/05 04:00:00+00,2235,22,RENFORTH DR,HWY 401 WB ON RAMP AVE,,Major Arterial,Etobicoke York,1.0,23,43.669337,-79.591533,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,75 to 79,2,,0,0,1,0,1,0,0,1,1,1,0,0,0,1,West Humber-Clairville (1),14133
8001252382,-8839271.735,5415003.165,80946955,2018,2018/07/09 04:00:00+00,2148,21,LN W HURON N BERNARD,BERNARD AVE,620 HURON ST,Laneway,Toronto and East York,11.0,53,43.673171,-79.40452900000001,Mid-Block,Laneway,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,unknown,2,,1,0,1,0,0,0,0,1,1,1,0,0,0,95,Annex (95),14155
8001252744,-8824841.277999999,5426746.964,80947419,2018,2018/07/09 04:00:00+00,2302,23,LAWRENCE AVE E,KENNEDY RD,,Major Arterial,Scarborough,21.0,41,43.749427000000004,-79.274898,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,50 to 54,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,126,Dorset Park (126),14173
8001264786,-8858744.52,5411643.062000001,80946710,2018,2018/07/11 04:00:00+00,1720,17,RATHBURN  RD,RENFORTH DR,,Minor Arterial,Etobicoke York,2.0,22,43.651334999999996,-79.57945600000001,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,45 to 49,2,,0,0,1,1,0,0,0,0,0,1,0,0,0,13,Etobicoke West Mall (13),14276
8001265172,-8841173.295,5425273.241,80947525,2018,2018/07/11 04:00:00+00,1820,18,WILSON AVE,AVENUE RD,,Major Arterial,North York,8.0,32,43.739863,-79.421611,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,55 to 59,2,,1,0,0,1,0,0,0,0,0,0,0,0,0,39,Bedford Park-Nortown (39),14287
8001275127,-8851713.135,5426227.188999999,80947213,2018,2018/07/13 04:00:00+00,740,7,FRITH RD,ROSEGLEN CR,31.8 m East of,Local,Etobicoke York,7.0,31,43.746054,-79.516292,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,75 to 79,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,25,Glenfield-Jane Heights (25),14382
